track_name,artist_name,genre,lyrics
Starving,Hailee Steinfeld,pop,"[verse 1]you know just what to say, things that scare mei should just walk away, but i can't move my feetthe more that i know you, the more i want to[pre-chorus]something inside me's changedi was so much younger yesterday, oh[chorus]i didn't know that i was starvin' 'til i tasted youdon't need no butterflies when you give me the whole damn zooby the way, right away, you do things to my bodyi didn't know that i was starvin' 'til i tasted youby the way, right away, you do things to my bodyi didn't know that i was starvin' 'til i tasted you[verse 2]you know just how to make my heart beat fasteremotional earthquake, bring on disasteryou hit me head on, got me weak in my knees[pre-chorus]yeah, something inside me's changedi was so much younger yesterday, yeahso much younger yesterday, oh"
8TEEN,Khalid,pop,"

[intro]
yeah!
ha
yeah!
ha

[verse 1]
woke up a little too late this morning
but i think i'll be okay
i'll be okay
damn, my car still smells like marijuana
my mom is gonna kill me
gonna kill me
traffic's backed up from corner to corner
so i guess i'll hit the highway
the highway
shake away all the stress off my shoulders
gonna have a good day
a good day

[chorus]
because i'm eighteen
and i still live with my parents
yeah they're not like yours
well yours are more understanding
i've never fell in love
i saved those feelings for you
so let's do all the stupid shit that young kids do
it’s me and you, ooh, ooh, ooh, ooh
you, ooh, ooh, ooh, ooh
just me and you, ooh, ooh, ooh, ooh
let's do all the stupid shit that young kids do

[verse 2]
no i've never really been the smartest
yeah i've made my mistakes
my mistakes
you were there when times were at their darkest
always showing me the way
lead the way
your love seems to cut me deep, the sharpest
you'll always have a part of me
a part of me
losing you has always been the hardest
i wish it were the old days (oh i wish it were the old days)

[chorus]
'cause i was eighteen
and i still lived with my parents
yeah they're not like yours
well yours were more understanding
i never fell in love
i saved those feelings for you
when we did all the stupid shit that young kids do
just me and you, ooh, ooh, ooh, ooh
you, ooh, ooh, ooh, ooh
just me and you, ooh, ooh, ooh, ooh
let's do all the stupid shit that young kids do

[bridge]
it's me and you
you
you, ooh, ooh, ooh
you
just me and you
you
you, ooh, ooh, ooh
hey…hey

[chorus]
because i'm eighteen
and i still live with my parents
yeah they're not like yours
well yours are more understanding
i've never fell in love
i saved those feelings for you
so let's do all the stupid shit that young kids do
it’s me and you, ooh, ooh, ooh, ooh
it's me and you, ooh, ooh, ooh, ooh
just me and you, ooh, ooh, ooh, ooh
let's do all the stupid shit that young kids do

[outro]
it's me and you, ooh, ooh
noooo....
just me and you, ooh, ooh

"
White Iverson,Post Malone,pop,"

[intro]
double ot
i'm a new three

[chorus]
saucin', saucin', i'm saucin' on you
i'm swaggin', i'm swaggin', i'm swaggin', oh-ooh (swaggin')
i'm ballin', i'm ballin', iverson on you (swish, ooh, ayy)
watch out, watch out, watch out, yeah
that's my shot, that's my shot, that's my shot, yeah
spendin', i'm spendin' all my fuckin' pay

[verse 1]
i got me some braids and i got me some hoes
started rockin' the sleeve, i can't ball with no joes
you know how i do it, concords on my toes
(this shit is hard), ooh
i ain't rich yet, but you know i ain't broke, i (i ain't broke, i)
so if i see it, i like it, buy that from the store, i (that from the store, i)
i'm with some white girls and they lovin' the coca (coca)
like they ot
double ot like i'm kd, smokin' og (smokin' og)
and you know me, in my 2-3s and my gold teeth (and my gold teeth)
bitch, i'm smiling, bet you see me from the nosebleeds (nosebleeds)
i'm a new three and i change out to my new 3s (to my new 3s)

[pre-chorus]
white iverson
when i started ballin', i was young
you gon' think about me when i'm gone
i need that money like the ring i never won, i won

[chorus]
saucin', saucin', i'm saucin' on you
i'm swaggin', i'm swaggin', i'm swaggin', oh-ooh
i'm ballin', i'm ballin', iverson on you (on you, on you)
watch out, watch out, watch out, yeah
that's my shot, that's my shot, that's my shot, yeah
spendin', i'm spendin' all my fuckin' pay

[verse 2]
ooh, stoney
cigarettes and a headband
commas, commas in my head, man
slumped over like a dead man
red and black, 'bout my bread, man
i'm the answer, never question
lace up, learn a lesson
bitch, i'm saucin' (wow), i do this often, don't do no talkin' (no)
my options right when i walk in, jump all them jordans (ooh)
i'm ballin', money jumpin'
like i'm davis from new orleans
or bitch i'm harden, i don't miss nothin'
fuck practice, this shit just happens, know y'all can't stand it (ayy)
i have it, i never pass it, i work my magic
high average, ball on these bastards, it makes me happy
it's tragic, i make it happen, and all y'all shaqtin'

[pre-chorus]
white iverson
when i started ballin' i was young
you gon' think about me when i'm gone
i need that money like the ring i never won, i won

[chorus]
saucin', saucin', i'm saucin' on you
i'm swaggin', i'm swaggin', i'm swaggin', oh-ooh
i'm ballin', i'm ballin', iverson on you
watch out, watch out, watch out, yeah
that's my shot, that's my shot, that's my shot, yeah
spendin', i'm spendin' all my fuckin' pay

[outro]
ooh-ooh
ooh-ooh
ooh-ooh
ooh-ooh

"
Let Her Go,Passenger,pop,[produced by mike rosenberg and chris vallejo][video by dave jensen and tavic][hook]well you only need the light when it's burning lowonly miss the sun when it starts to snowonly know you love her when you let her goonly know you've been high when you're feeling lowonly hate the road when you're missing homeonly know you love her when you let her goand you let her go...[verse 1]staring at the bottom of your glasshoping one day you'll make a dream lastbut dreams come slow and they go so fastyou see her when you close your eyesmaybe one day you'll understand whyeverything you touch surely dies[hook]but you only need the light when it's burning lowonly miss the sun when it starts to snowonly know you love her when you let her goonly know you've been high when you're feeling lowonly hate the road when you're missing homeonly know you love her when you let her go
Rise,Katy Perry,pop,"[verse 1]i won't just surviveoh, you will see me thrivecan write my storyi'm beyond the archetypei won't just conformno matter how you shake my core’cause my roots, they run deep, oh[pre-chorus 1](oh, ye of so little faith)don't doubt it, don't doubt it(victory is in my veins)i know it, i know it(and i will not negotiate)i'll fight it, i'll fight iti will transform[chorus]when, when the fire's at my feet againand the vultures all start circlingthey're whispering, ”you're out of time.”but still, i risethis is no mistake, no accidentwhen you think the final nail is in; think againdon't be surprised, i will still rise"
No Limit,G-Eazy,pop,"

[chorus: a$ap rocky, g-eazy]
if i hit it one time, i'ma pipe her
if i hit it two times then i like her
if i fuck three times, i'ma wife her
it ain't safe for the black or the white girls
it ain't safe, it ain't safe, it ain't safe, it ain't safe
tell your man pipe up, nigga, pipe up
hunnit bands from the safe in your face, what'd you say? (ayy, ayy, ayy, ayy, ayy)
money, dance, turn this shit into a nightclub
(ayy, ayy, ayy, ayy)

[post-chorus: g-eazy]
ayy, yeah, fuck with me and get some money
yeah, ayy, fuck with me and get some money
ayy, yeah, fuck with me and get some money
ayy, yeah, fuck with g and get some money

[verse 1: g-eazy]
no limit, i'm a fucking soldier, ayy
always lit, yeah, i'm never sober
it's been three days in a row, your bitch coming over
told that bitch to kick rocks, she act like it's a boulder, ayy
'rari, shopping, let me, cop it
always, poppin', hella, poppin'
she's a, bopper, homie, hoppin'
ain't no, stopping, album, droppin'
got the city on fire
bitch lying on me like she tired
i might have to fuck around and call kamaiyah
ho stirring up the pot, jambalaya
young gerald, ayy

[chorus: a$ap rocky, g-eazy]
if i hit it one time, i'ma pipe her
if i hit it two times then i like her
if i fuck three times, i'ma wife her
it ain't safe for the black or the white girls
it ain't safe, it ain't safe, it ain't safe, it ain't safe
tell your man pipe up, nigga, pipe up
hunnit bands from the safe in your face, what'd you say? (ayy, ayy, ayy, ayy, ayy)
money, dance, turn this shit into a nightclub
(ayy, ayy, ayy, ayy)

[post-chorus: cardi b, g-eazy]
yeah, fuck him then i get some money
yeah, fuck him then i get some money
yeah, fuck him then i get some money
yeah, fuck him then i get some money

[verse 2: cardi b]
i need tongue, i need face, give me brain, concentrate
apple phone, prada case, kill a weave, rock a lace
fuck the moët, buy the ace, fuck the ghost, drive the wraith
get some money, flood the rollie, fuck the rollie, patek face
my career takin' off, these hoes jogging in place
swear these hoes run they mouth, how these hoes out of shape?
can you stop with all the subs? bitch, i ain’t jared
if you really want some smoke, you can pull up, you can get it
grab a hand full of braids, make your nigga eat me out
put a white boy on sazón, i might turn g-eazy out
keep it g from the club 'til the end from the start
you know me, cardi b, pussy poppin’ on the charts, ah, ah!

[chorus: a$ap rocky, g-eazy]
if i hit it one time, i'ma pipe her
if i hit it two times then i like her
if i fuck three times, i'ma wife her
it ain't safe for the black or the white girls
it ain't safe, it ain't safe, it ain't safe, it ain't safe
tell your man pipe up, nigga, pipe up
hunnit bands from the safe in your face, what'd you say? (ayy, ayy, ayy, ayy, ayy)
money, dance, turn this shit into a nightclub
(ayy, ayy, ayy, ayy)

[post-chorus: g-eazy]
ayy, yeah, fuck with me and get some money
yeah, ayy, fuck with me and get some money
ayy, yeah, fuck with me and get some money
ayy, yeah, fuck with g and get some money

[verse 3: g-eazy]
yeah, it ain't nice, fam
you can study where i'm from on my viceland
this is nothing new to me, this my life, fam
i can pull a million girls from a mic stand
pull one at my show 'cause i like fans
later on, i got two in my night plans
man this year, i had 300 one night stands
keep a costco pack of rubbers in my night stand
damn daniel, back again with the, hah, saint-laurent
ayy, they send me product, yeah, it's retarded
ayy, this was free, ayy, bitch you bought it
bitch you on my dick, ayy, bitch get off it

[chorus: a$ap rocky, g-eazy]
if i hit it one time, i'ma pipe her
if i hit it two times then i like her (i like her)
if i fuck three times, i'ma wife her (wife her)
it ain't safe for the black or the white girls
it ain't safe, it ain't safe, it ain't safe, it ain't safe
tell your man pipe up, nigga, pipe up
hunnit bands from the safe in your face, what'd you say? (ayy, ayy, ayy, ayy, ayy)
money, dance, turn this shit into a nightclub
(ayy, ayy, ayy, ayy)

[post-chorus: g-eazy]
ayy, yeah, fuck with me and get some money
yeah, ayy, fuck with me and get some money
ayy, yeah, fuck with me and get some money
ayy, yeah, fuck with g and get some money

"
Collard Greens,ScHoolboy Q,pop,"

[intro: schoolboy q]
yeah, yeah, yeah
oh, oh
yo, yo

[chorus: schoolboy q]
oh, oh, luxury
chidi-ching-ching, could buy anything, cop that
oh, oh, collard greens
three degrees low, make it hot for me, drop that
oh, oh, down with that shit
drink this, smoke this, get down with the shit
hey, oh, oh, down with the shit
cop this, pop this, down with the shit

[verse 1: schoolboy q]
smoke this, drink this, straight to my liver
watch this, no tick, yeah i'm the nigga
gang rap, x-mas, smoke, shots i deliver
faded, vegas, might sponsor the killer
shake it, break it, hot-hot for the winter
drop it, cop it, eyes locked on your inner object
rock it, blast-blast, new beginnings
lovely, pinky how not i remember, fiendin'
give me, give me, give me some
freak the freckles off your face
frenchy, freakin', swappin' tongue
click my link and spread your buns
lose your denim, make it numb
blow it, baby, no saddam (icky-icky, icky-icky)
fuckin' in the car service, thank me for the car pool
chromosome, part full, probly off a norco
and gas, not the arco, poppin' since the intro
you shoppin' from the window, play my favorite tempo

[chorus: schoolboy q]
oh, oh, luxury
chidi-ching-ching, could buy anything, cop that
oh, oh, collard greens
three degrees low, make it hot for me, drop that
oh, oh, down with that shit
drink this, smoke this, get down with the shit
hey, oh, oh, down with the shit
cop this, pop this, down with the shit

[verse 2: kendrick lamar]
hold up, biatch! this yo' favorite song
translation: ven aqui, mami, ese culo
tu quieres coger mis huevos, y papi me molestes
pero chuparse puto pendejo, el pinche cabron
let's get it – nights like this, i'm a knight like this
sword in my hand, i fight like this
and i'm more than a man, i'm a god
bitch, touché, en garde
toupée drop and her two tits pop
out of that tank top and bra
and when i say ""doo-doo, doo-doo,"" bitch, that be k. dot
she want some more of this
i give her more of this, i owe her this
in fact, i know she miss the way i floored this, on forgis
i know my houston partners, drop a four on this
and focus, and slow it down
alright, let me blow this bitch
i'm famous, i blame this on you, cash in the mirror
hang in my penthouse roof, skyline the clearest
watch it, your optics poppin' out, you look the weirdest
pop my top on the 105, head with no power steerin', ah!

[chorus: schoolboy q]
oh, oh, luxury
chidi-ching-ching, could buy anything, cop that
oh, oh, collard greens
three degrees low, make it hot for me, drop that
oh, oh, down with that shit
drink this, smoke this, get down with the shit
hey, oh, oh, down with the shit
cop this, pop this, down with the shit

[verse 3: schoolboy q]
bummy nigga famous, straight from the bottom
broke niggas hate it, still never robbed him
guns in the basement, out they have a problem
kush be my fragrance, we love marijuana
function on fire, burn the roof off this mothafucka
psych ward is ballin', go craze like no other
weed steady blowin', pass the blunt to my momma
runs in the family, puff-puff keep a nigga fiendin'
faded, faded, faded, right?
shot glass super size, she gon' get some dick tonight
meet me at the w, and no, it's not the westside
stick it up your southside (icky-icky, icky-icky)
baller futuristic, groovy gangsta with an attitude
what these niggas make a year
i spend that on my daughter shoes
smokin' weed and drinkin', all the college students lovin' q
we gon' turn it out until the neighbors wanna party too

[chorus: schoolboy q]
oh, oh, luxury
chidi-ching-ching, could buy anything, cop that
oh, oh, collard greens
three degrees low, make it hot for me, drop that
oh, oh, down with that shit
drink this, smoke this, get down with the shit
hey, oh, oh, down with the shit
cop this, pop this, down with the shit

"
Head Above Water,Avril Lavigne,pop,"[verse 1]i've gotta keep the calm before the stormi don’t want less, i don't want moremust bar the windows and the doorsto keep me safe, to keep me warmyeah, my life is what i'm fighting forcan’t part the sea, can't reach the shoreand my voice becomes the driving forcei won't let this pull me overboard[chorus]god, keep my head above waterdon't let me drown, it gets harderi'll meet you there, at the altaras i fall down to my kneesdon't let me drown, drown, drowndon't let me, don't let me, don’t let me drown[verse 2]so pull me up from down below’cause i'm underneath the undertowcome dry me off and hold me closei need you now, i need you most[chorus]god, keep my head above waterdon’t let me drown, it gets harderi'll meet you there, at the altaras i fall down to my kneesdon't let me drown, drown, drowndon't let me, don’t let me, don't let me drowndon't let me drown, drown, drown(i keep my head above water, above water)don't let me, don't let me, don't let me drown"
Let You Down,NF,pop,"

[chorus]
feels like we're on the edge right now
i wish that i could say i'm proud
i'm sorry that i let you down
let you down
all these voices in my head get loud
i wish that i could shut them out
i'm sorry that i let you down
le-le-let you down

[verse 1]
yeah, i guess i'm a disappointment, doin' everything i can
i don't wanna make you disappointed, it's annoying
i just wanna make you feel like everything i ever do
was never tryna make an issue for you, but i guess the more you
thought about everything you were never even wrong
in the first place, right? yeah, i'ma just ignore you
walking towards you with my head down
lookin' at the ground, i'm embarrassed for you
paranoia, what did i do wrong this time?
that's parents for you
very loyal? shoulda had my back
but you put a knife in it—my hands are full
what else should i carry for you?
i cared for you, but…

[chorus]
feels like we're on the edge right now
i wish that i could say i'm proud
i'm sorry that i let you down
le-le-let you down
all these voices in my head get loud
i wish that i could shut them out
i'm sorry that i let you down
le-le-let you down

[verse 2]
yeah, you don't wanna make this work
you just wanna make this worse
want me to listen to you, but you don't ever hear my words
you don't wanna know my hurt, yeah
let me guess, you want an apology, probably
how can we keep going at a rate like this?
we can't, so i guess i'ma have to leave
please, don't come after me
i just wanna be alone right now, i don't really wanna think at all
go ahead, just drink it off
both know you're gonna call tomorrow like nothing's wrong
ain't that what you always do?
i feel like every time i talk to you, you're in an awful mood
what else can i offer you?
there's nothing left right now, i gave it all to you

[chorus]
feels like we're on the edge right now
i wish that i could say i'm proud
i'm sorry that i let you down
le-le-let you down
all these voices in my head get loud
i wish that i could shut them out
i'm sorry that i let you down
le-le-let you down

[verse 3]
yeah, don't talk down to me
that's not gonna work now
packed all my clothes and i moved out
i don't even wanna go to your house
every time i sit on that couch
i feel like you lecture me, eventually, i bet that we
coulda made this work
and prolly woulda figured things out
but i guess i'm a letdown
but it's cool, i checked out
oh, you wanna be friends now?
okay, let's put my fake face on and pretend now
sit around and talk about the good times that didn't even happen
i mean, why are you laughing?
must have missed that joke, let me see if i can find a reaction
no, but at least you're happy

[chorus]
feels like we're on the edge right now
i wish that i could say i'm proud
i'm sorry that i let you down
oh, i let you down
all these voices in my head get loud
and i wish that i could shut them out
i'm sorry that i let you down
oh, let you down

[outro]
yeah, i'm sorry
i'm so sorry now
yeah, i'm sorry that i let you down

"
Lucid Dreams,Juice WRLD,pop,"[intro]enviyon on the mixno, no, no, nono-no, no, no, nono, no, no, no, nono, no, no, no[chorus]i still see your shadows in my roomcan't take back the love that i gave youit's to the point where i love and i hate youand i cannot change you, so i must replace you, oheasier said than done, i thought you were the onelistenin' to my heart instead of my headyou found another one, but i am the better onei won't let you forget mei still see your shadows in my roomcan't take back the love that i gave youit's to the point where i love and i hate youand i cannot change you, so i must replace you, oheasier said than done, i thought you were the onelistenin' to my heart instead of my headyou found another one, but i am the better onei won't let you forget me[verse]you left me falling and landing inside my gravei know that you want me deadi take prescriptions to make me feel a-okayi know it's all in my headi have these lucid dreams where i can't move a thingthinking of you in my bedyou were my everythingthoughts of a wedding ringnow i'm just better off dead (uh, uh, uh)i'll do it over againi didn't want it to endi watch it blow in the windi should've listened to my friendsleave this shit in the past, but i want it to lastyou were made outta plastic, fakei was tangled up in your drastic wayswho knew evil girls had the prettiest face?you gave me a heart that was full of mistakesi gave you my heart and you made heartbreak"
Let You Love Me,Rita Ora,pop,"

[verse 1]
i should've stayed with you last night
instead of going out to find trouble
that's just trouble (mmm)
i think i run away sometimes
whenever i get too vulnerable
that's not your fault (yeah)

[pre-chorus]
see, i wanna stay the whole night
i wanna lay with you 'til the sun's up
i wanna let you inside
oh, heaven knows i've tried

[chorus]
i wish that i could let you love
wish that i could let you love me
i wish that i could let you love
wish that i could let you love me
say what's the matter, what's the matter with me?
what's the matter with me?
oh, i wish that i could let you love
wish that i could let you love me now
oh, i wish, oh, i wish, oh, i wish, oh, i wish, i
oh, i wish, oh, i wish, oh, i wish, oh, i wish, i

[verse 2]
and every time it gets too real
and every time i feel us sabotaging
i start running (yeah, eh)
and every time i push away
i really wanna say that i'm sorry (yeah)
but i say nothing (yeah)

[pre-chorus]
see, i wanna stay the whole night
i wanna lay with you 'til the sun's up
i wanna let you inside
oh, heaven knows i've tried

[chorus]
i wish that i could let you love
wish that i could let you love me
i wish that i could let you love
wish that i could let you love me
say what's the matter, what's the matter with me?
what's the matter with me?
oh, i wish that i could let you love
wish that i could let you love me now
oh, i wish, oh, i wish, oh, i wish, oh, i wish, i
oh, i wish, oh, i wish, oh, i wish, oh, i wish, i

[bridge]
i wanna stay with you 'til the morning
i wanna lay with you through the sunrise
i wanna show you that you're my only
i wanna lay with you 'til the sun's up
i wanna stay with you 'til the morning
i wanna lay with you through the sunrise, through the sunrise
oh-oh-oh-oh, heaven knows i've tried

[chorus]
i wish that i could let you love
wish that i could let you love me (me, yeah)
i wish that i could let you love
wish that i could let you love me
say what's the matter, what's the matter with me?
what's the matter with me?
oh, i wish that i could let you love
wish that i could let you love me now
say what's the matter, what's the matter with me?
what's the matter with me?
oh, i wish that i could let you love
wish that i could let you love me now
oh, i wish, oh, i wish, oh, i wish, oh, i wish, i
oh, i wish, oh, i wish, oh, i wish, oh, i wish, i

"
